case_id,outcome,pattern,exposure_usd,opened_at,closed_at,analyst_notes
CC-0083,cleared,none,0.00,2016-07-05 03:28:05,2016-07-06 00:28:05,Case CC-0083: model scored a $18.83 transaction at 0.89. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0084,confirmed_fraud,account_takeover,497.99,2016-07-05 03:42:51,2016-07-10 18:42:51,Case CC-0084: cardholder C12900 reported unrecognized activity on card C12900-K2. 2 transaction(s) between 2016-07-04 and 2016-07-04 totaling $497.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0085,confirmed_fraud,account_takeover,298.03,2016-07-05 04:12:28,2016-07-07 22:12:28,Case CC-0085: cardholder C10585 reported unrecognized activity on card C10585-K2. 7 transaction(s) between 2016-07-02 and 2016-07-04 totaling $298.03 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0086,confirmed_fraud,card_not_present_fraud,83.81,2016-07-05 04:16:32,2016-07-10 00:16:32,Case CC-0086: cardholder C05307 reported unrecognized activity on card C05307-K2. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $83.81 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0087,confirmed_fraud,out_of_region_use,399.92,2016-07-05 04:17:51,2016-07-08 22:17:51,"Case CC-0087: cardholder C11031 reported unrecognized activity on card C11031-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $399.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0088,cleared,none,0.00,2016-07-05 04:58:21,2016-07-07 22:58:21,Case CC-0088: model scored a $49.99 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0089,confirmed_fraud,card_not_present_fraud,251.25,2016-07-05 05:21:29,2016-07-06 17:21:29,Case CC-0089: cardholder C09354 reported unrecognized activity on card C09354-K1. 3 transaction(s) between 2016-07-04 and 2016-07-04 totaling $251.25 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0090,confirmed_fraud,out_of_region_use,770.29,2016-07-05 07:42:35,2016-07-06 21:42:35,"Case CC-0090: cardholder C00854 reported unrecognized activity on card C00854-K2. 4 transaction(s) between 2016-07-04 and 2016-07-04 totaling $770.29 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0091,cleared,none,0.00,2016-07-05 08:37:44,2016-07-08 02:37:44,Case CC-0091: model scored a $14.94 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0092,confirmed_fraud,account_takeover,53.93,2016-07-05 08:46:40,2016-07-10 21:46:40,Case CC-0092: cardholder C12517 reported unrecognized activity on card C12517-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $53.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0093,confirmed_fraud,account_takeover,94.98,2016-07-05 09:11:36,2016-07-07 14:11:36,Case CC-0093: cardholder C07073 reported unrecognized activity on card C07073-K1. 2 transaction(s) between 2016-07-04 and 2016-07-04 totaling $94.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0094,confirmed_fraud,card_not_present_fraud,37.22,2016-07-05 09:16:28,2016-07-09 02:16:28,Case CC-0094: cardholder C12987 reported unrecognized activity on card C12987-K1. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $37.22 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0095,confirmed_fraud,out_of_region_use,447.09,2016-07-05 09:22:19,2016-07-07 21:22:19,"Case CC-0095: cardholder C09301 reported unrecognized activity on card C09301-K2. 5 transaction(s) between 2016-07-02 and 2016-07-04 totaling $447.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0096,cleared,none,0.00,2016-07-05 09:30:38,2016-07-07 07:30:38,"Case CC-0096: model scored a $2,000.97 transaction at 0.89. Cardholder confirmed travel to the billing region in question. Alert cleared."
CC-0097,confirmed_fraud,card_not_present_fraud,51.29,2016-07-05 11:06:37,2016-07-08 18:06:37,Case CC-0097: cardholder C06988 reported unrecognized activity on card C06988-K1. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $51.29 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0098,cleared,none,0.00,2016-07-05 11:17:13,2016-07-07 03:17:13,Case CC-0098: model scored a $9.86 transaction at 0.84. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0099,cleared,none,0.00,2016-07-05 11:24:16,2016-07-07 04:24:16,Case CC-0099: model scored a $124.95 transaction at 0.81. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0100,confirmed_fraud,out_of_region_use,195.92,2016-07-05 11:39:32,2016-07-07 01:39:32,"Case CC-0100: cardholder C10326 reported unrecognized activity on card C10326-K1. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $195.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0101,confirmed_fraud,card_not_present_fraud,150.06,2016-07-05 14:24:05,2016-07-07 20:24:05,Case CC-0101: cardholder C08075 reported unrecognized activity on card C08075-K1. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $150.06 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-0102,confirmed_fraud,account_takeover,63.95,2016-07-05 14:34:19,2016-07-07 04:34:19,Case CC-0102: cardholder C02573 reported unrecognized activity on card C02573-K2. 2 transaction(s) between 2016-07-05 and 2016-07-05 totaling $63.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0103,confirmed_fraud,account_takeover,49.97,2016-07-05 14:48:22,2016-07-08 03:48:22,Case CC-0103: cardholder C08860 reported unrecognized activity on card C08860-K1. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $49.97 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0104,confirmed_fraud,out_of_region_use,92.02,2016-07-05 15:32:11,2016-07-08 15:32:11,"Case CC-0104: cardholder C09933 reported unrecognized activity on card C09933-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $92.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0105,confirmed_fraud,card_not_present_fraud,199.95,2016-07-05 16:16:17,2016-07-06 10:16:17,Case CC-0105: cardholder C09908 reported unrecognized activity on card C09908-K1. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $199.95 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Z983 Build/NMF26F on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.
CC-0106,confirmed_fraud,out_of_region_use,240.05,2016-07-05 16:28:54,2016-07-06 14:28:54,"Case CC-0106: cardholder C10308 reported unrecognized activity on card C10308-K1. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $240.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0107,confirmed_fraud,out_of_region_use,49.88,2016-07-05 17:14:17,2016-07-07 21:14:17,"Case CC-0107: cardholder C08945 reported unrecognized activity on card C08945-K2. 2 transaction(s) between 2016-07-04 and 2016-07-04 totaling $49.88 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0108,confirmed_fraud,out_of_region_use,116.92,2016-07-05 17:30:48,2016-07-09 22:30:48,"Case CC-0108: cardholder C11539 reported unrecognized activity on card C11539-K2. 3 transaction(s) between 2016-07-04 and 2016-07-04 totaling $116.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0109,confirmed_fraud,account_takeover,300.11,2016-07-05 18:39:06,2016-07-10 22:39:06,Case CC-0109: cardholder C09885 reported unrecognized activity on card C09885-K1. 4 transaction(s) between 2016-07-03 and 2016-07-04 totaling $300.11 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0110,confirmed_fraud,card_not_present_new_device,83.79,2016-07-05 20:28:05,2016-07-08 17:28:05,"Case CC-0110: cardholder C07855 reported unrecognized activity on card C07855-K1. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $83.79 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed."
CC-0111,cleared,none,0.00,2016-07-05 20:38:42,2016-07-07 17:38:42,Case CC-0111: model scored a $50.01 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0112,confirmed_fraud,out_of_region_use,102.08,2016-07-05 21:30:29,2016-07-07 23:30:29,"Case CC-0112: cardholder C05263 reported unrecognized activity on card C05263-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $102.08 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0113,confirmed_fraud,account_takeover,812.89,2016-07-05 21:57:41,2016-07-07 05:57:41,Case CC-0113: cardholder C02575 reported unrecognized activity on card C02575-K2. 3 transaction(s) between 2016-07-05 and 2016-07-05 totaling $812.89 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0114,confirmed_fraud,account_takeover,270.86,2016-07-05 22:30:53,2016-07-10 22:30:53,Case CC-0114: cardholder C06655 reported unrecognized activity on card C06655-K1. 3 transaction(s) between 2016-07-04 and 2016-07-04 totaling $270.86 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0115,confirmed_fraud,out_of_region_use,110.00,2016-07-05 23:16:30,2016-07-10 14:16:30,"Case CC-0115: cardholder C05245 reported unrecognized activity on card C05245-K2. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $110.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0116,cleared,none,0.00,2016-07-05 23:31:51,2016-07-07 20:31:51,Case CC-0116: model scored a $48.67 transaction at 0.85. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0117,confirmed_fraud,card_not_present_new_device,100.06,2016-07-05 23:46:52,2016-07-11 03:46:52,"Case CC-0117: cardholder C03409 reported unrecognized activity on card C03409-K1. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $100.06 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-0118,confirmed_fraud,account_takeover,3205.87,2016-07-06 00:16:46,2016-07-09 15:16:46,"Case CC-0118: cardholder C04108 reported unrecognized activity on card C04108-K2. 10 transaction(s) between 2016-07-03 and 2016-07-05 totaling $3,205.87 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a LGMP260 Build/NRD90U on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed."
CC-0119,confirmed_fraud,card_not_present_fraud,100.06,2016-07-06 01:04:46,2016-07-10 21:04:46,Case CC-0119: cardholder C01981 reported unrecognized activity on card C01981-K1. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $100.06 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed.
