device_key,device_info,os,browser,screen,is_new_flag
d41011832dc4,SM-J500M Build/LMY48B,,chrome 62.0 for android,,New
fdae424e90ea,LGLS676 Build/MXB48T,Android 6.0.1,chrome 62.0 for android,1280x720,Found
9ccfcbf6978c,XT1032 Build/LPBS23.13-56-2,,chrome 54.0 for android,,New
bdf5be9615d0,LGLS676 Build/MXB48T,Android 6.0.1,chrome 62.0 for android,1280x720,New
98d2bec40ee6,5012G Build/MRA58K,,chrome 62.0 for android,,New
c84be3668399,LGLS676 Build/MXB48T,Android 6.0.1,chrome 62.0 for android,1280x720,New
c55d5962760e,KFAUWI Build/LVY48F,Android 5.1.1,chrome generic,1024x600,Found
b0780d9759c2,iOS Device,iOS 11.1.2,mobile safari generic,1334x750,Found
4e2982e908ae,F3213 Build/36.1.A.1.86,,chrome 62.0 for android,,New
b1ece47a4bd4,,,mobile safari generic,,Unknown
cdf3db3b28f1,SM-G950U Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080,Found
18172fa41891,SM-G935F Build/NRD90M,,chrome 62.0 for android,,New
348118c40088,SM-G935F Build/NRD90M,,chrome 62.0 for android,,Found
cbaa8b8a247f,SM-G920I Build/NRD90M,,chrome 62.0 for android,,New
97f4e44ab078,Windows,Windows 10,chrome 62.0,1600x900,Found
0ec62bc844ab,SM-G930V Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,New
550a2ec20c09,LGLS775 Build/NRD90U,Android 7.0,chrome 61.0 for android,1280x720,Found
10e9f36b1b95,SM-G955U Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080,Found
c4c8fcc1b3e0,SM-J120H Build/LMY47V,,chrome generic,,Unknown
39c05431aed9,Trident/7.0,Windows 7,ie 11.0 for desktop,1280x1024,New
c7da92624e96,Trident/7.0,Windows 7,ie 11.0 for desktop,1280x1024,Found
a95e59410ac3,SM-G955U Build/NRD90M,Android 7.0,chrome 62.0 for android,,New
b4006ea9e86a,Trident/7.0,Windows 7,ie 11.0 for desktop,1280x1024,Found
d391892272d0,MotoG3 Build/MPIS24.65-33.1-2-16,,chrome 62.0 for android,,New
f46238ba2484,SM-J700M Build/MMB29K,,chrome 62.0 for android,,New
b7ef9ab8e0f1,Trident/7.0,Windows 7,ie 11.0 for desktop,1280x1024,Found
98ec56e76f18,Y635-L03 Build/HuaweiY635-L03,,chrome 62.0 for android,,Found
0f456fe7999c,Y635-L03 Build/HuaweiY635-L03,,chrome 62.0 for android,,Found
13dc4df747d9,Windows,Windows 8.1,chrome 62.0,1920x1080,New
2ab0cd427c96,Moto C Build/NRD90M.063,,chrome 62.0 for android,,New
d024c71ff048,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750,New
59994a8a3efd,LG-K410 Build/LRX22G,,chrome 59.0 for android,,New
c25ce818486e,Windows,Windows 8.1,chrome 62.0,1600x900,Found
17cd11cc9edd,SM-S920L,Android 5.0.2,chrome 62.0 for android,960x540,Found
dd9a1f8f4b09,SM-P350 Build/MMB29M,,chrome 62.0 for android,,New
e3e87e797aeb,Windows,Windows 7,chrome 62.0,1280x1024,Found
dc0b2e221e45,Moto C Plus Build/NRD90M.05.022,,chrome 56.0 for android,,New
03a702fdf5c0,Windows,Windows 7,chrome 62.0,1280x1024,New
3780c6932b1f,KFAPWI Build/KTU84M,Android,chrome generic,2560x1600,New
4f086a4e30d9,Windows,Windows 7,chrome 62.0,1920x1080,New
5ea981870c15,VS835,Android 7.0,chrome 62.0 for android,1280x720,New
276807ec1d69,SM-G935T Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,New
4d8c1512eb93,SM-G935T Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,Found
a929b5258941,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,New
908cc21bc813,Windows,Windows 7,chrome 62.0,1920x1080,New
80aea620401e,Windows,Windows 7,chrome 62.0,1920x1080,Found
e0233b250d2e,SAMSUNG SM-J327T Build/NRD90M,Android 7.0,samsung browser 6.2,1280x720,New
ba7e30501eff,Windows,Windows 7,chrome 62.0,1600x900,New
ee71683705bf,SAMSUNG SM-J327T Build/NRD90M,Android 7.0,samsung browser 6.2,1280x720,Found
48c0ed1999ea,5080A Build/MRA58K,,chrome 62.0 for android,,New
0ba085ed1420,Windows,Windows 10,firefox 57.0,1920x1080,New
92d4e84ca014,Moto,,chrome 62.0 for android,,New
91e9a5d5bf89,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.2,,New
da9b35fea22c,Moto,,chrome 62.0 for android,,Found
e06671d86aca,ALE-L23 Build/HuaweiALE-L23,,chrome 62.0 for android,,New
4c4ce906cb43,SAMSUNG,,samsung browser 6.2,,Found
85031b7009c1,SM-N920V Build/NRD90M,Android 7.0,chrome 62.0 for android,,New
aec4c35e84d4,SM-G935T Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,New
e257aa034422,QMV7A,Android 4.4.2,chrome 60.0 for android,,New
1d74fdac80e4,ALE-L23 Build/HuaweiALE-L23,,chrome 62.0 for android,,New
30ed8308e9c9,Windows,Windows 7,chrome 56.0,1600x900,New
60259a69ad48,SM-G920V Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,Found
57409838a7db,Windows,Windows 8.1,chrome 61.0,1366x768,Found
d2b13db475fb,SM-G935F Build/NRD90M,,chrome 62.0 for android,,New
24b26129d0f1,SAMSUNG SM-J500M Build/LMY48B,,other,,New
5b3aad64e352,iOS Device,iOS 11.2.0,mobile safari 11.0,2224x1668,Found
89a9d414d1d4,CHC-U03 Build/HuaweiCHC-U03,,chrome 62.0 for android,,Found
bce4b9da583e,CHC-U03 Build/HuaweiCHC-U03,,chrome 62.0 for android,,Found
5653395adc27,SAMSUNG SM-G890A Build/NRD90M,Android 7.0,samsung browser 5.4,2560x1440,New
8b43227bdb14,D5803 Build/23.5.A.1.291,,chrome 62.0 for android,,Found
d8b2ee1e2d7e,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,,New
372a83e11d38,GT-I8190L Build/JZO54K,,chrome 59.0 for android,,Found
ed7f91fc99d2,KFGIWI Build/LVY48F,Android 5.1.1,chrome generic,,New
20addc5c44f5,HUAWEI VNS-L21 Build/HUAWEIVNS-L21,,chrome 62.0 for android,,New
5ca085e47504,KFFOWI Build/LVY48F,Android 5.1.1,chrome generic,1024x600,Found
ef7c9c6481e1,Moto G Play Build/MPIS24.241-15.3-7,,chrome 61.0 for android,,New
5b061d76f6cc,LG-K200 Build/MXB48T,,chrome 62.0 for android,,New
2fbb1e7d5c91,SM-G930V Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,New
0d35f810eaea,KFJWI,Android,silk,1920x1200,Found
331abd2fea87,XT1254 Build/MCG24.251-5-5,Android 6.0.1,chrome 62.0 for android,2560x1440,New
a8574d4ca488,Alcatel_4060A,Android 5.1.1,chrome generic,855x480,New
3c2a25a581cf,iOS Device,iOS 11.1.2,mobile safari 11.0,1136x640,New
c9f67b764062,SM-J700M Build/MMB29K,,chrome 62.0 for android,,New
e4997811d7be,ZEIA8,,chrome 62.0 for android,,Found
ec90dd346cea,SM-G900V,,chrome 62.0 for android,,Found
e8cdef8af043,VS988 Build/NRD90U,Android 7.0,chrome 62.0 for android,2672x1440,Found
f53285b3478f,Trident/7.0,Windows 10,ie 11.0 for tablet,,Found
be550ebbb4a6,SM-G935F Build/NRD90M,,chrome 62.0 for android,,New
ca2894afbe2d,MOT-A6020l37 Build/LMY47V,,other,,Found
6b263e0219ba,MOT-A6020l37 Build/LMY47V,,other,,New
6c40fd3c70e1,MOT-A6020l37 Build/LMY47V,,other,,Found
41c69fc1c0ae,ZEIA8,,chrome 62.0 for android,,Found
0df45b9adf98,LG-H810,Android 6.0,chrome 62.0 for android,2560x1440,New
72e2bdc9611a,Moto G (4) Build/NPJ25.93-14.7,,chrome generic,,New
4a305883c107,SM-J700M Build/LMY48B,,chrome 54.0 for android,,New
d1d380c7f931,SM-G950U Build/NRD90M,,chrome 60.0 for android,,Found
ca3ffd13bfef,Ilium X710 Build/MRA58K,,chrome 62.0 for android,,New
a4f0bad7521c,SM-A710M,,chrome 62.0 for android,,New
f21b84ec5b0c,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,New
ea8ddfd1bf4c,Moto Z2 Play Build/NPSS26.118-19-6,,chrome 62.0 for android,,New
aac11be3d62e,SM-G920V Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,Found
f6ec97db61bd,Blade V6 Plus Build/MRA58K,,chrome 62.0 for android,,New
bf8dcddafbb1,MotoG3 Build/MPIS24.65-33.1-2-16,,chrome 62.0 for android,,Found
8f2e86f60661,SM-J700M Build/LMY48B,,chrome 60.0 for android,,New
918072fbc957,SM-G610M Build/MMB29K,,other,,New
ee1edc6935cc,SM-N910H,,chrome 62.0 for android,,New
3767c1ab3814,SM-N950U Build/NMF26X,Android 7.1.1,chrome 62.0 for android,,New
16afd03fe383,SM-N950U Build/NMF26X,Android 7.1.1,chrome 62.0 for android,,Found
0059cfb53d3b,XT1635-01,Android 7.1.1,chrome 62.0 for android,1920x1080,Found
42ccb0e6d312,XT1565,Android 6.0.1,chrome 62.0 for android,1920x1080,New
58038a328342,CAM-L03 Build/HUAWEICAM-L03,,chrome 62.0 for android,,New
8af7cbc49ee8,SM-T560 Build/KTU84P,,chrome 62.0 for android,,Found
0132863fb97b,SM-N950U Build/NMF26X,Android 7.1.1,chrome 62.0 for android,,Found
99d81c199ab4,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 62.0 for android,,Found
c49066f571bf,Moto G Play Build/MPIS24.241-15.3-26,,chrome 61.0 for android,,Found
e8c7dece46f7,Linux x86_64,,firefox 56.0,,Unknown
55eb99b4d37e,SM-G930R4 Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,New
adf70412ee8b,E2306 Build/26.3.A.1.33,,chrome 62.0 for android,,New
63d1d8a56576,SAMSUNG SM-G530H Build/LRX22G,,other,,New
95a5b976ce21,HTC,Android,chrome 50.0 for android,1280x720,Found
39292fd74d49,GT-I9300,,chrome 62.0 for android,,New
4a0ac9f875f8,ALE-L23 Build/HuaweiALE-L23,,chrome 62.0 for android,,New
2f72749ee35b,CAM-L03 Build/HUAWEICAM-L03,,chrome 62.0 for android,,New
04d195991a16,SAMSUNG SM-G950F Build/NRD90M,,samsung browser 6.2,,Found
64f7a802cdbc,Moto E (4) Plus Build/NMA26.42-69,,chrome generic,,New
01dffc0a8de8,SM-G935F Build/NRD90M,,chrome 62.0 for android,,New
27c39bd3fc75,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,New
70b06e1c067e,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.2,,New
12a449c97f1b,LG-K371,Android 7.0,chrome 62.0 for android,1280x720,Found
cb3d8d21969b,SM-G955U Build/NRD90M,Android 7.0,chrome 62.0 for android,,Found
39ee4754927b,LG-X240 Build/MRA58K,,chrome 62.0 for android,,New
4aea8894a8f4,Blade V6 Plus Build/MRA58K,,chrome 62.0 for android,,New
065855827fa8,SM-G531H Build/LMY48B,,chrome 62.0 for android,,New
5c7d0a89e0fd,Windows,Windows 7,chrome 62.0,1600x900,New
728f34d0cd56,iOS Device,iOS 11.1.2,mobile safari generic,1334x750,Found
ee92dddb1b63,LGLS991,Android 6.0,chrome 62.0 for android,2560x1440,Found
b856a9e85123,iOS Device,iOS 11.1.2,mobile safari generic,1334x750,New
c1bbce5bbf28,LGLS991,Android 6.0,chrome 62.0 for android,2560x1440,Found
18ae8dad0fb1,Windows,Windows 10,chrome 59.0,1920x1200,New
a612bf65c1aa,SM-A320FL Build/MMB29K,,chrome 62.0 for android,,New
0de1c94cee97,KFASWI Build/LVY48F,Android 5.1.1,chrome generic,,New
af02e11dc80d,SM-G935F Build/NRD90M,,chrome 62.0 for android,,New
6d836fb145bb,Trident/7.0,Windows 10,ie 11.0 for tablet,,Found
ecec531ba6c5,MacOS,Mac OS X 10_12_6,chrome 61.0,2560x1600,Found
31842fd6f587,SAMSUNG SM-G950U Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,Found
f0a34affcb3d,SM-G930V Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,New
da9040675fd2,BLL-L23 Build/HUAWEIBLL-L23,,chrome 62.0 for android,,New
4fc11526c127,SM-T377P Build/NMF26X,Android 7.1.1,chrome 60.0 for android,,Found
6f628890aeec,Moto G (4) Build/NPJ25.93-14.5,,chrome generic,,New
677546489e2b,Android 6.0.1,,android webview 4.0,,New
12223c9e5d91,SM-N950U Build/NMF26X,Android 7.1.1,chrome 62.0 for android,,New
1a3a8b2a4f0a,Trident/7.0,Windows 7,ie 11.0 for desktop,1600x900,New
6ca8c6cce5d9,SM-N950U Build/NMF26X,Android 7.1.1,chrome 62.0 for android,,Found
335d6cc4c9c9,QTASUN1 Build/NRD90M,Android 7.0,chrome 56.0 for android,1920x1200,Found
f29b2a2dc9b9,Windows,Windows 7,chrome 62.0,1366x768,Unknown
f60a77d90e62,Windows,Windows 7,chrome 62.0,1366x768,Unknown
291b97490d30,HUAWEI,,chrome 62.0 for android,,Found
76b17ac563a8,SM-G935V Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,Found
91879505dd6c,SAMSUNG SM-G930P Build/NRD90M,Android 7.0,samsung browser 6.2,1920x1080,New
9b64fa66f521,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
f489e57a46ba,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750,Found
c17f9c5b6eba,LG-K530 Build/MMB29M,,chrome 62.0 for android,,Found
2ddc1bc3f222,SM-G950U Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080,New
45d9bf450aef,SM-G531H Build/LMY48B,,chrome 57.0 for android,,Found
41eb091b295b,BLL-L23 Build/HUAWEIBLL-L23,,chrome 60.0 for android,,New
346e050fcb65,SM-T530NU Build/LRX22G,Android 5.0.2,chrome 62.0 for android,1280x800,Found
cbc79f5447df,SGP521,,chrome 62.0 for android,,Found
8e8c12a2f8a1,SM-G610M Build/MMB29K,,chrome 62.0 for android,,New
0f7177d43ee5,SAMSUNG,Android,chrome generic,1920x1080,New
0b4ff3a53505,KFTBWI Build/LVY48F,Android 5.1.1,chrome generic,1280x800,Found
c46e9744d951,SM-G610M Build/MMB29K,,chrome 62.0 for android,,Found
c35e93f8612b,SM-G610M Build/MMB29K,,chrome 62.0 for android,,Found
330c97d49927,LG-H840 Build/NRD90U,,chrome 62.0 for android,,New
626ab17bd36c,SM-G950F Build/NRD90M,,chrome 61.0 for android,,Found
a0a465c8a524,HTC U11 Build/NMF26X,,chrome 62.0 for android,,Found
6af4abe8d278,Windows,Windows 7,chrome 62.0,,New
b00bcfca6c5e,Windows,Windows 7,ie 11.0 for desktop,1280x1024,Found
37be47a20c05,rv:57.0,Mac OS X 10.12,firefox 57.0,1600x1200,Found
4ea1c14abed5,SM-J700M Build/MMB29K,,chrome 62.0 for android,,New
185d413d46fc,SM-G930V Build/NRD90M,Android 7.0,chrome 61.0 for android,1920x1080,Found
0353fffb529b,iOS Device,iOS 11.1.1,mobile safari 11.0,1334x750,New
d136849abbef,SM-N950U Build/NMF26X,Android 7.1.1,chrome 62.0 for android,,New
2e72297f12ff,SM-N950U Build/NMF26X,Android 7.1.1,chrome 62.0 for android,,New
c4e917524902,Blade V6 Plus Build/MRA58K,,chrome 62.0 for android,,New
59dda32f0834,SAMSUNG SM-G950U Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,New
d19a940ae8cd,SM-J510MN Build/MMB29M,,chrome 62.0 for android,,Found
e4400bc854d6,Windows,Windows 7,chrome 62.0,1920x1080,Found
93b2dc2d9f44,SM-G386T,Android 4.4.2,chrome 62.0 for android,960x540,Found
497a499150cf,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1080,New
8fbc25e52301,BLL-L23 Build/HUAWEIBLL-L23,,chrome 62.0 for android,,New
93ab37bcba14,Windows,Windows 7,chrome 62.0,1920x1080,Found
395f13415dbd,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 62.0 for android,,New
23fb6c6b11e7,Windows,Windows 7,firefox 57.0,1280x1024,New
962ca13ee731,BLL-L23 Build/HUAWEIBLL-L23,,chrome 62.0 for android,,Found
7270f8ddcf90,,Android,chrome 61.0,1280x720,Found
e4b5ccd8b297,SM-G935F Build/NRD90M,,chrome 62.0 for android,,New
f10b7eef91fb,iOS Device,iOS 11.1.2,mobile safari 11.0,2048x1536,New
5636127ef9b3,SAMSUNG SM-G935F Build/NRD90M,,samsung browser 6.2,,Found
f4589e199aa6,SAMSUNG SM-G935F Build/NRD90M,,samsung browser 6.2,,Found
b33e74e73875,Moto C Plus Build/NRD90M.05.022,,chrome 56.0 for android,,New
d2761071c871,iOS Device,iOS 11.1.2,mobile safari 11.0,2048x1536,Found
fe9397f2de08,Moto C Plus Build/NRD90M.05.022,,chrome 56.0 for android,,Found
63b5e39e52f2,SAMSUNG SM-G935F Build/NRD90M,,samsung browser 6.2,,Found
36d31d606717,MacOS,Mac OS X 10_12_6,chrome 62.0,2880x1800,New
9dc9a7dc6090,HTC One M9 Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,New
f960b12810a9,XT1650 Build/NCLS26.118-23-13-3,Android 7.1.1,chrome 62.0 for android,2560x1440,New
9bd732bb1183,Ilium L910 Build/MRA58K,,chrome 62.0 for android,,Found
71df28702fea,Moto G Play Build/MPIS24.241-15.3-7,,chrome 62.0 for android,,New
76165b2a3abd,F5121 Build/34.3.A.0.228,,chrome 62.0 for android,,Found
130d67826f3f,iOS Device,iOS 11.0.3,mobile safari 11.0,1334x750,New
8d902afbf162,SM-G930V Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,Found
042b821ca9b0,F5121 Build/34.3.A.0.228,,chrome 62.0 for android,,Found
9dcae31a730f,SM-G930V Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,Found
2b5689b7ff17,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750,New
3172bf5cc3d9,SM-S903VL,Android 6.0.1,chrome 62.0 for android,1920x1080,New
8e0c0da46290,SM-G610M Build/MMB29K,,chrome 62.0 for android,,New
fa58c9621d45,LG-D680 Build/KOT49I,,chrome 62.0 for android,,Found
088b5ca07471,LG-D680 Build/KOT49I,,chrome 62.0 for android,,Found
1966a927cb2e,LG-D680 Build/KOT49I,,chrome 62.0 for android,,Found
180d43aeeaa0,Windows,Windows 7,chrome 62.0,1280x1024,Found
b348cf17bb15,SM-J700M Build/LMY48B,,chrome 62.0 for android,,Found
ab1397ce440c,QTAQZ3 Build/LMY47V,Android 5.1.1,chrome 62.0 for android,,New
07651cb58973,SM-G531H Build/LMY48B,,chrome 62.0 for android,,New
29dddcd375bb,SM-G610M Build/MMB29K,,chrome 62.0 for android,,Found
bdbc6bcfe361,SM-G930V Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,New
ddf2dc803b28,SM-G935F Build/NRD90M,,chrome 62.0 for android,,Found
b37a1f201092,SM-A510M Build/NRD90M,,chrome 62.0 for android,,New
2fe4d03223b3,SM-G935F Build/NRD90M,,chrome 62.0 for android,,Found
2985c2578633,SM-G935F Build/NRD90M,,chrome 62.0 for android,,Found
27530fb3ef32,SAMSUNG,Android,Samsung/SCH,1920x1080,New
b7515a7eafa8,SM-G928V Build/NRD90M,Android 7.0,chrome 62.0 for android,,New
bc0922ae2959,LG-K410 Build/LRX22G,,chrome 62.0 for android,,New
6102b1c61231,LG-H870 Build/NRD90U,,chrome 62.0 for android,,New
cf7732cb2a43,SM-T580 Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1200,New
db21b1a7c276,SM-J700M Build/MMB29K,,chrome 62.0 for android,,New
08006bf7834d,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750,Found
a492cc1b8782,NX785QC8G,Android 4.4.2,chrome 62.0 for android,1024x768,New
84265efe1d3e,SM-G610M Build/MMB29K,,chrome 62.0 for android,,Found
1265bb0884d2,Z981 Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1920x1080,New
57f0aff180de,LGL33L/V100,Android,other,855x480,New
7e602c82a28e,Edison,,chrome 62.0 for android,,Unknown
4f88dceabe67,Windows,Windows 10,edge 14.0,1366x768,Found
ffd8b856291d,P4526A Build/NRD90M,,chrome 58.0 for android,,New
0d6b18cdcff5,SM-A510M Build/NRD90M,,chrome 62.0 for android,,New
8b763af1552e,SM-G935F Build/NRD90M,,chrome 62.0 for android,,New
5b9c1af06660,Windows,Windows 7,chrome 62.0,1366x768,Found
b36eab5a0da4,Blade V6 Max Build/MRA58K,,chrome 62.0 for android,,New
1b49aea5ac48,XT1710-02 Build/NDSS26.118-23-15,Android 7.1.1,chrome 62.0 for android,1920x1080,New
6803a80ba7cf,CAM-L03 Build/HUAWEICAM-L03,,chrome 62.0 for android,,New
b8df940ec188,LG-K410 Build/LRX22G,,chrome 62.0 for android,,Found
623d0fea3aeb,LG-H542 Build/MRA58K,,chrome 54.0 for android,,New
2508bd4facc0,Moto G Play Build/MPIS24.241-15.3-7,,chrome 58.0 for android,,Found
93948b0c096a,F5121 Build/34.3.A.0.228,,chrome 62.0 for android,,Found
49b1576b7ea4,SM-T550 Build/NMF26X,Android 7.1.1,chrome 62.0 for android,1024x768,New
295427e77749,SM-J320M Build/LMY47V,,chrome 62.0 for android,,New
e7321f995832,SM-G950U Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080,New
24b03d6d1a2e,Z981 Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1920x1080,New
31b1f7fb86cf,EVA-L09 Build/HUAWEIEVA-L09,,chrome 62.0 for android,,Found
e4b0a3acce04,SM-G920V Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,New
3782aeff6fa6,EVA-L09 Build/HUAWEIEVA-L09,,chrome 62.0 for android,,Found
83105e996fe6,EVA-L09 Build/HUAWEIEVA-L09,,chrome 62.0 for android,,Found
39e0a86f89ad,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 5.4,,Found
3eb978ca94bd,EVA-L09 Build/HUAWEIEVA-L09,,chrome 62.0 for android,,Found
1442c122890b,F3213 Build/36.1.A.1.86,,chrome 62.0 for android,,New
90a151fd6db0,F5121 Build/34.3.A.0.228,,chrome 62.0 for android,,Found
99f350d01c4a,LG-K540 Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1280x720,Found
07ad41889e0a,ONE TOUCH 4033A Build/JDQ39,,chrome 62.0 for android,,New
c84d2fd47905,Windows,Windows 7,chrome 62.0,1680x1050,Found
8ed30b052a4f,LG-K540 Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1280x720,Found
323bef933809,SM-G920F Build/NRD90M,,chrome 62.0 for android,,New
f2e16197c62c,F3213 Build/36.1.A.1.86,,chrome 62.0 for android,,Found
eb0e2141a708,SAMSUNG SM-G950F Build/NRD90M,,samsung browser 6.2,,Found
1d5f3081bc4a,Windows,Windows 7,chrome 62.0,1680x1050,Found
52baa1c570db,SM-G532M Build/MMB29T,,Samsung/SM-G532M,,New
7a20f51ea214,HTC Desire 10 lifestyle Build/MMB29M,,chrome 62.0 for android,,New
3ba9ee0623ba,iOS Device,iOS 11.1.2,mobile safari 11.0,2048x1536,New
0b30f0037d1b,SM-J700M Build/MMB29K,,chrome 62.0 for android,,New
570c39ce87ab,LG-D680 Build/KOT49I,,chrome 62.0 for android,,New
1f5afd4a7ebf,SM-G935P Build/NRD90M,Android 7.0,chrome 61.0 for android,1920x1080,Found
1085b75b59c0,LG-K410 Build/LRX22G,,chrome 61.0 for android,,New
2a29cb87bb79,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 62.0 for android,2560x1440,New
95c335b09025,SAMSUNG SM-G610M Build/MMB29K,,samsung browser 6.2,,New
720480231339,SM-G930T Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,New
b78e5614ab2e,SM-G930V Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,Found
07b6748258b9,SM-G935V Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,New
984ddd18815a,F5121 Build/34.3.A.0.228,,chrome 62.0 for android,,Found
6e2015e2d74b,Moto G Play Build/MPIS24.241-15.3-26,,chrome 62.0 for android,,Found
09c8fd2a4c2a,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,Found
e866de035d44,SM-A500M Build/KTU84P,,chrome 62.0 for android,,New
85d25d429d97,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,Found
583a44b023c8,SM-T530NU Build/LRX22G,Android 5.0.2,chrome 62.0 for android,1280x800,New
15b3c9502ced,SM-J510MN Build/MMB29M,,chrome 62.0 for android,,New
5612d03fde11,SM-G950F Build/NRD90M,,chrome 62.0 for android,,Found
a597ae114c85,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,Found
ebf062812a24,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,Found
20c46a56ad70,SM-G930F Build/NRD90M,,chrome 62.0 for android,,Found
ff32f5afee6c,SM-G570M Build/MMB29K,,chrome 62.0 for android,,New
2194fda9e569,SM-G610M Build/MMB29K,,chrome 62.0 for android,,New
64bba02f0440,HTC One M9 Build/NRD90M,,chrome 62.0 for android,,Found
4342cbc161a4,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,Found
c7b4dcd55eed,LGMP260 Build/NRD90U,Android 7.0,chrome 62.0 for android,1280x720,Found
9dc6c4694227,SM-G935F Build/NRD90M,,chrome 62.0 for android,,Found
2b469087f7ee,iOS Device,iOS 11.1.2,mobile safari 11.0,2048x1536,New
b6d53b2b2f0d,iOS Device,iOS 11.0.2,mobile safari 11.0,1136x640,New
7e35adb85a85,SM-G935F Build/NRD90M,,chrome 62.0 for android,,Found
bacfe337e24f,SM-G935F Build/NRD90M,,chrome 62.0 for android,,Found
d9705a289278,EVA-L09 Build/HUAWEIEVA-L09,,chrome 62.0 for android,,Found
a324fe131361,F3113 Build/33.3.A.1.97,,chrome 62.0 for android,,New
536ee783f783,SM-G950U Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080,Found
01743e2eeb1b,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242,Found
416ca42022a5,VK810,Android 5.0.2,chrome 62.0 for android,1920x1200,Found
d8defcc310aa,LG-M250 Build/NRD90U,,chrome 62.0 for android,,New
947a102ef40b,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242,New
1987ecc7c4a1,SM-G531H Build/LMY48B,,chrome 61.0 for android,,Found
1b3282a7325e,moto,Android 7.1.1,chrome 62.0 for android,1920x1080,Found
56ee4eb8fb92,Windows,Windows 10,chrome 62.0,1600x900,Found
a61f998a4068,SM-G531H Build/LMY48B,,chrome 61.0 for android,,Found
