card_id,card_network,card_type
C01695-K2,,
C06582-K1,mastercard,debit
C06582-K2,,
C11965-K1,visa,credit
C05135-K1,visa,debit
C05135-K2,,
C09641-K1,visa,debit
C03511-K1,visa,debit
C06014-K1,mastercard,debit
C11941-K1,mastercard,debit
C10725-K1,visa,debit
C05846-K1,visa,debit
C01486-K1,american express,credit
C13334-K1,mastercard,debit
C06218-K1,visa,debit
C09581-K1,visa,debit
C02015-K1,mastercard,debit
C02024-K1,visa,debit
C01096-K1,mastercard,credit
C08646-K1,mastercard,debit
C08646-K2,mastercard,debit
C04265-K1,american express,credit
C02044-K1,visa,debit
C02044-K2,,
C06549-K1,mastercard,debit
C00941-K1,mastercard,debit
C09496-K1,visa,debit
C05083-K1,visa,debit
C02873-K1,visa,debit
C01694-K1,mastercard,debit
C10100-K1,visa,debit
C03066-K1,visa,credit
C00560-K1,mastercard,debit
C13151-K1,american express,credit
C07123-K1,mastercard,debit
C09445-K1,visa,debit
C09855-K1,visa,debit
C09855-K2,,
C08577-K1,mastercard,debit
C04545-K1,visa,credit
C03353-K1,visa,debit
C02604-K1,mastercard,debit
C02604-K2,mastercard,debit
C08478-K1,mastercard,debit
C08384-K1,mastercard,debit
C12925-K1,mastercard,debit
C12925-K2,mastercard,debit
C01892-K1,visa,debit
C05182-K1,visa,debit
C12634-K1,visa,debit
C02070-K1,mastercard,debit
C03656-K1,mastercard,debit
C03656-K2,,
C03263-K1,american express,credit
C13219-K1,visa,credit
C00557-K1,visa,credit
C11109-K1,mastercard,debit
C11806-K1,visa,credit
C08968-K1,mastercard,debit
C13138-K1,mastercard,debit
C11332-K1,mastercard,credit
C13153-K1,american express,credit
C08147-K1,visa,credit
C08147-K2,visa,credit
C01574-K1,american express,credit
C06909-K1,visa,debit
C12991-K1,visa,debit
C00911-K1,visa,debit
C01349-K1,mastercard,debit
C01349-K2,,
C05519-K1,visa,debit
C05519-K2,,
C03368-K1,visa,debit
C10647-K1,mastercard,debit
C04492-K1,visa,debit
C02171-K1,visa,debit
C13382-K1,visa,debit
C08985-K1,mastercard,credit
C05694-K1,american express,credit
C07736-K1,visa,debit
C04885-K1,mastercard,debit
C04885-K2,mastercard,debit
C06559-K1,visa,debit
C00724-K1,visa,debit
C08426-K1,mastercard,credit
C09683-K1,american express,credit
C12201-K1,visa,debit
C07299-K1,mastercard,debit
C07299-K2,,
C05872-K1,mastercard,debit
C08549-K1,visa,debit
C02065-K1,visa,debit
C13390-K1,mastercard,debit
C09283-K1,visa,credit
C02165-K1,visa,debit
C05428-K1,mastercard,debit
C11656-K1,visa,debit
C05453-K1,mastercard,debit
C05453-K2,mastercard,debit
C12431-K1,visa,debit
C03185-K1,american express,credit
C11642-K1,visa,credit
C07134-K1,mastercard,credit
C07134-K2,,
C11158-K1,visa,debit
C01365-K1,mastercard,debit
C01365-K2,mastercard,debit
C01179-K1,mastercard,debit
C06215-K1,visa,debit
C09137-K1,visa,debit
C06954-K1,visa,debit
C08148-K1,visa,debit
C10289-K1,visa,debit
C12694-K1,visa,credit
C10065-K1,mastercard,debit
C12586-K1,visa,debit
C00068-K1,visa,debit
C11914-K1,visa,debit
C06161-K1,visa,debit
C11547-K1,visa,credit
C00090-K1,visa,debit
C03504-K1,american express,credit
C01869-K1,visa,debit
C00650-K1,visa,debit
C04038-K1,mastercard,debit
C04038-K2,,
C06320-K1,visa,debit
C04571-K1,visa,debit
C04571-K2,,
C07228-K1,mastercard,debit
C12999-K1,mastercard,debit
C12999-K2,,
C00674-K1,mastercard,debit
C05587-K1,visa,credit
C00364-K1,visa,debit
C08477-K1,visa,debit
C08477-K2,visa,credit
C08477-K3,visa,credit
C08936-K1,visa,debit
C07908-K1,visa,debit
C12041-K1,mastercard,debit
C04683-K1,visa,debit
C00414-K1,visa,debit
C09939-K1,mastercard,credit
C08414-K1,mastercard,debit
C13005-K1,american express,credit
C11258-K1,american express,credit
C08839-K1,mastercard,debit
C08839-K2,mastercard,debit
C07687-K1,american express,credit
C02196-K1,visa,debit
C06197-K1,visa,debit
C06197-K2,,
C10322-K1,visa,debit
C07130-K1,mastercard,debit
C00892-K1,visa,debit
C05566-K1,visa,debit
C01492-K1,visa,debit
C01657-K1,visa,debit
C02907-K1,mastercard,credit
C11915-K1,visa,debit
C07978-K1,visa,debit
C08972-K1,mastercard,debit
C08972-K2,mastercard,credit
C12936-K1,mastercard,credit
C12802-K1,mastercard,debit
C11041-K1,visa,debit
C12569-K1,american express,credit
C00865-K1,visa,credit
C11891-K1,mastercard,credit
C06624-K1,visa,debit
C01965-K1,mastercard,debit
C01965-K2,mastercard,debit
C02127-K1,mastercard,debit
C02127-K2,mastercard,debit
C04661-K1,mastercard,debit
C04661-K2,mastercard,debit
C05118-K1,visa,debit
C13343-K1,visa,debit
C13343-K2,,
C02826-K1,visa,debit
C05346-K1,visa,debit
C06590-K1,visa,debit
C03464-K1,visa,debit
C06078-K1,visa,debit
C10569-K1,visa,debit
C10569-K2,visa,debit
C13513-K1,mastercard,credit
C02945-K1,visa,debit
C08917-K1,american express,credit
C01461-K1,visa,debit
C01590-K1,mastercard,debit
C10992-K1,mastercard,debit
C08823-K1,mastercard,credit
C08823-K2,mastercard,credit
C12642-K1,visa,debit
C05063-K1,mastercard,debit
C00422-K1,mastercard,debit
C13088-K1,visa,credit
C00197-K1,visa,credit
C12208-K1,mastercard,debit
C03389-K1,visa,debit
C01372-K1,mastercard,debit
C01372-K2,,
C13061-K1,visa,credit
C10020-K1,visa,debit
C01310-K1,visa,debit
C05020-K1,visa,debit
C12128-K1,mastercard,debit
C07093-K1,visa,debit
C12007-K1,mastercard,debit
C12007-K2,,
C02565-K1,visa,debit
C11485-K1,mastercard,credit
C11485-K2,mastercard,credit
C11132-K1,mastercard,debit
C07728-K1,mastercard,debit
C04898-K1,mastercard,debit
C06350-K1,mastercard,debit
C06350-K2,mastercard,debit
C06350-K3,mastercard,debit
C02513-K1,mastercard,debit
C02114-K1,visa,credit
C00739-K1,mastercard,debit
C04392-K1,mastercard,debit
C08375-K1,mastercard,credit
C11640-K1,visa,debit
C10769-K1,mastercard,debit
C03752-K1,mastercard,debit
C13027-K1,mastercard,debit
C11884-K1,visa,debit
C03194-K1,mastercard,credit
C01638-K1,mastercard,credit
C12044-K1,mastercard,credit
C13009-K1,mastercard,debit
C13009-K2,mastercard,credit
C02968-K1,mastercard,debit
C02989-K1,visa,debit
C04425-K1,visa,debit
C02149-K1,visa,credit
C11080-K1,visa,debit
C09196-K1,visa,credit
C06237-K1,visa,debit
C11595-K1,mastercard,credit
C05692-K1,mastercard,debit
C09873-K1,visa,credit
C02719-K1,mastercard,debit
C11117-K1,visa,debit
C11117-K2,visa,credit
C11765-K1,visa,debit
C05029-K1,visa,debit
C04414-K1,american express,credit
C06467-K1,visa,credit
C11584-K1,visa,debit
C10279-K1,mastercard,debit
C09741-K1,mastercard,debit
C00449-K1,visa,debit
C12667-K1,mastercard,debit
C00938-K1,visa,debit
C12932-K1,mastercard,debit
C12932-K2,mastercard,debit
C11615-K1,visa,debit
C02053-K1,visa,credit
C10685-K1,mastercard,debit
C05748-K1,visa,credit
C00045-K1,visa,credit
C11275-K1,visa,credit
C01361-K1,visa,credit
C08703-K1,mastercard,debit
C09227-K1,visa,debit
C09685-K1,mastercard,debit
C05008-K1,visa,debit
C12225-K1,mastercard,credit
C12225-K2,,
C01859-K1,visa,debit
C02055-K1,american express,credit
C13032-K1,mastercard,credit
C13032-K2,,
C12111-K1,visa,debit
C08744-K1,visa,credit
C09125-K1,visa,credit
C02079-K1,visa,credit
C08918-K1,visa,credit
C08918-K2,,
C10334-K1,mastercard,debit
C10334-K2,mastercard,debit
C04729-K1,visa,credit
C12696-K1,mastercard,debit
C03842-K1,mastercard,debit
C02217-K1,mastercard,debit
C08528-K1,visa,debit
C06772-K1,mastercard,debit
C11859-K1,visa,credit
C08730-K1,visa,debit
C06764-K1,visa,debit
C06764-K2,,
C10203-K1,visa,debit
C10905-K1,american express,credit
C09270-K1,visa,debit
C05116-K1,mastercard,debit
C00384-K1,visa,debit
C07742-K1,mastercard,debit
C11809-K1,visa,debit
C09078-K1,visa,debit
C10175-K1,visa,credit
C05766-K1,mastercard,debit
C05766-K2,mastercard,debit
C04358-K1,visa,credit
C13528-K1,visa,debit
C02247-K1,mastercard,credit
C11073-K1,visa,debit
C10037-K1,visa,debit
C04274-K1,mastercard,debit
C06437-K1,visa,debit
C12770-K1,visa,debit
C00584-K1,visa,credit
C13499-K1,mastercard,credit
C09836-K1,mastercard,debit
C04801-K1,visa,debit
C13430-K1,mastercard,debit
C03558-K1,mastercard,debit
C12132-K1,mastercard,debit
C12132-K2,mastercard,debit
C12132-K3,,
C12838-K1,visa,debit
C12454-K1,american express,credit
C00983-K1,mastercard,credit
C03451-K1,visa,credit
C03783-K1,mastercard,debit
C03783-K2,mastercard,debit
C03783-K3,,
C03255-K1,mastercard,debit
C11666-K1,visa,debit
C03917-K1,visa,debit
C12233-K1,mastercard,credit
C11968-K1,mastercard,debit
C03146-K1,american express,credit
C01897-K1,visa,debit
C00897-K1,mastercard,debit
C00535-K1,mastercard,debit
C00712-K1,mastercard,credit
C02562-K1,mastercard,debit
C06976-K1,visa,debit
C00301-K1,mastercard,debit
C00301-K2,mastercard,debit
C07909-K1,visa,debit
C07988-K1,mastercard,debit
C07988-K2,mastercard,debit
C11644-K1,visa,debit
C01122-K1,mastercard,credit
C07547-K1,visa,credit
C00659-K1,visa,debit
C02782-K1,visa,debit
C02782-K2,,
C06538-K1,visa,debit
C06538-K2,visa,debit
C10884-K1,visa,debit
C12778-K1,mastercard,credit
C08045-K1,visa,debit
C04879-K1,mastercard,debit
C08537-K1,visa,credit
C10902-K1,mastercard,debit
C06039-K1,visa,debit
C10385-K1,visa,debit
C06929-K1,visa,credit
C06929-K2,visa,credit
C12523-K1,mastercard,debit
C12307-K1,visa,credit
C04755-K1,visa,debit
C12276-K1,visa,debit
C10474-K1,visa,debit
C09623-K1,mastercard,debit
C09623-K2,,
C10756-K1,american express,credit
C12680-K1,visa,credit
C09573-K1,mastercard,credit
C02320-K1,visa,debit
C02320-K2,,
C07646-K1,mastercard,debit
C07646-K2,mastercard,debit
C07646-K3,,
C07244-K1,visa,debit
C11215-K1,mastercard,debit
C04058-K1,visa,credit
C03312-K1,visa,debit
C06962-K1,visa,debit
C06962-K2,,
C12396-K1,visa,debit
C12396-K2,,
C10467-K1,visa,debit
C10130-K1,visa,debit
C12966-K1,mastercard,credit
C11445-K1,visa,debit
C11445-K2,,
C09582-K1,mastercard,debit
C09582-K2,mastercard,debit
C00826-K1,visa,credit
C03316-K1,visa,debit
C03316-K2,visa,debit
C09241-K1,visa,debit
C09241-K2,,
C11363-K1,visa,credit
C01926-K1,mastercard,debit
C01671-K1,mastercard,debit
C06373-K1,mastercard,credit
C05625-K1,visa,debit
C05625-K2,,
C02479-K1,mastercard,debit
C02479-K2,,
C03711-K1,visa,debit
C03711-K2,,
C02858-K1,visa,debit
C12690-K1,visa,debit
C12690-K2,,
C01755-K1,visa,credit
C01755-K2,visa,credit
C01755-K3,,
C12305-K1,american express,credit
C09398-K1,visa,debit
C11907-K1,visa,debit
C02573-K1,visa,debit
C02573-K2,,
C04282-K1,visa,debit
C01995-K1,american express,credit
C11670-K1,visa,debit
C11670-K2,,
C07918-K1,mastercard,debit
C06835-K1,visa,debit
C06835-K2,,
C10936-K1,mastercard,credit
C11844-K1,visa,credit
C11844-K2,,
C13397-K1,mastercard,debit
C03880-K1,visa,debit
C10127-K1,visa,debit
C10127-K2,,
C00834-K1,visa,debit
C00834-K2,,
C10933-K1,visa,credit
C10218-K1,american express,credit
C08943-K1,visa,debit
C08943-K2,visa,debit
C08943-K3,,
C02000-K1,mastercard,debit
C02000-K2,,
C10310-K1,visa,debit
C11945-K1,visa,debit
C11945-K2,,
C10757-K1,visa,credit
C10757-K2,,
C09219-K1,mastercard,debit
C12656-K1,visa,debit
C00513-K1,mastercard,debit
C02709-K1,visa,debit
C03397-K1,visa,credit
C01595-K1,mastercard,debit
C00106-K1,visa,debit
C12471-K1,visa,debit
C08443-K1,visa,debit
C00092-K1,mastercard,debit
C09530-K1,mastercard,debit
C00768-K1,visa,debit
C00768-K2,,
C03551-K1,visa,debit
C03551-K2,,
C03457-K1,mastercard,debit
C03486-K1,mastercard,debit
C03486-K2,,
C05031-K1,visa,debit
C05031-K2,visa,debit
C05031-K3,,
C11777-K1,visa,debit
C06485-K1,mastercard,debit
C06485-K2,mastercard,debit
C09422-K1,visa,credit
C07074-K1,mastercard,debit
C07074-K2,,
C12061-K1,visa,debit
C12061-K2,,
C02330-K1,visa,debit
C02809-K1,mastercard,debit
C02809-K2,,
C11453-K1,mastercard,debit
C00348-K1,mastercard,debit
C01589-K1,visa,credit
C07800-K1,visa,debit
C11429-K1,visa,debit
C01280-K1,visa,debit
C12745-K1,visa,debit
C06554-K1,visa,debit
C10223-K1,visa,debit
C10223-K2,,
C06708-K1,mastercard,credit
C06708-K2,,
C11846-K1,visa,debit
C11846-K2,,
C08575-K1,visa,debit
C13233-K1,visa,debit
C02717-K1,american express,credit
C00273-K1,mastercard,credit
C05791-K1,visa,debit
C05791-K2,,
C08183-K1,mastercard,debit
C11203-K1,visa,debit
C09869-K1,mastercard,debit
C05476-K1,visa,debit
C02891-K1,mastercard,debit
C08765-K1,visa,debit
C04369-K1,visa,debit
C11558-K1,visa,debit
C11558-K2,,
C11871-K1,visa,debit
C08733-K1,visa,debit
C02545-K1,mastercard,credit
C02545-K2,,
C09604-K1,visa,debit
C01301-K1,mastercard,debit
C02020-K1,mastercard,debit
C08902-K1,mastercard,debit
C08902-K2,mastercard,debit
C11818-K1,visa,debit
C11818-K2,,
C05751-K1,visa,credit
C05751-K2,visa,debit
C12245-K1,mastercard,debit
C12245-K2,,
C08989-K1,visa,credit
C08989-K2,visa,credit
C08989-K3,,
C08675-K1,american express,credit
C07729-K1,visa,credit
C04775-K1,visa,credit
C04262-K1,visa,credit
C00294-K1,visa,debit
C00294-K2,,
C08877-K1,mastercard,debit
C07811-K1,visa,credit
C03999-K1,mastercard,credit
C08796-K1,visa,debit
C08796-K2,,
C08602-K1,visa,debit
C13407-K1,mastercard,debit
C06279-K1,mastercard,credit
C06630-K1,mastercard,credit
C06630-K2,,
C07006-K1,visa,credit
C08032-K1,visa,debit
C05935-K1,mastercard,debit
C05935-K2,,
C11444-K1,mastercard,debit
C13303-K1,visa,debit
C06655-K1,mastercard,debit
C01941-K1,visa,debit
C04788-K1,mastercard,debit
C05307-K1,visa,debit
C05307-K2,,
C05307-K3,visa,debit
C03161-K1,visa,debit
C00895-K1,visa,debit
C12407-K1,mastercard,debit
C01436-K1,visa,debit
C07762-K1,mastercard,debit
C10424-K1,visa,debit
C08438-K1,visa,debit
C01659-K1,visa,credit
C08637-K1,mastercard,debit
C08637-K2,,
C05739-K1,visa,debit
C05739-K2,,
C03141-K1,visa,debit
C00218-K1,mastercard,debit
C05385-K1,visa,debit
C05385-K2,,
C07337-K1,mastercard,debit
C00728-K1,visa,debit
C00728-K2,,
C02355-K1,visa,credit
C12322-K1,mastercard,debit
C12322-K2,,
C01922-K1,visa,debit
C01922-K2,,
C10023-K1,visa,credit
C03708-K1,mastercard,credit
C03708-K2,,
C09900-K1,visa,debit
C12946-K1,visa,debit
C09992-K1,visa,debit
C07275-K1,visa,debit
C04785-K1,visa,debit
C07986-K1,visa,debit
C00502-K1,mastercard,debit
C12137-K1,american express,credit
C13369-K1,mastercard,credit
C08909-K1,visa,debit
C08909-K2,,
C08510-K1,visa,credit
C02219-K1,visa,debit
C02219-K2,,
C04716-K1,visa,debit
C05263-K1,visa,debit
C05263-K2,,
C08489-K1,visa,credit
C08489-K2,,
C13060-K1,american express,credit
C05469-K1,mastercard,debit
C09680-K1,visa,credit
C09680-K2,,
C06430-K1,mastercard,debit
C06430-K2,mastercard,debit
C08008-K1,mastercard,debit
C11138-K1,american express,credit
C06479-K1,visa,debit
C10907-K1,mastercard,debit
C00281-K1,mastercard,debit
C10773-K1,mastercard,debit
C03271-K1,american express,credit
C11031-K1,visa,debit
C11031-K2,,
C08456-K1,visa,credit
C13268-K1,visa,debit
C03394-K1,mastercard,debit
C03394-K2,,
C09908-K1,american express,credit
C03274-K1,visa,debit
C05976-K1,visa,credit
C01665-K1,visa,debit
C10139-K1,visa,debit
C12585-K1,visa,credit
C04569-K1,mastercard,credit
C01481-K1,visa,debit
C07171-K1,visa,debit
C07171-K2,,
C00621-K1,visa,debit
C00621-K2,,
C11546-K1,visa,debit
C00452-K1,visa,debit
C00452-K2,,
C12226-K1,visa,debit
C12226-K2,,
C01422-K1,visa,debit
C10360-K1,american express,credit
C11660-K1,visa,credit
C00667-K1,american express,credit
C02803-K1,mastercard,debit
C00223-K1,mastercard,debit
C06664-K1,mastercard,debit
C12180-K1,mastercard,debit
C01653-K1,visa,debit
C03278-K1,mastercard,credit
C03278-K2,,
C01719-K1,visa,debit
C02018-K1,visa,debit
C02018-K2,,
C09883-K1,visa,debit
C02499-K1,visa,debit
C07725-K1,visa,credit
C04844-K1,mastercard,credit
C12312-K1,american express,credit
C02656-K1,visa,debit
C02393-K1,visa,debit
C02393-K2,,
C12990-K1,mastercard,debit
C12990-K2,mastercard,debit
C02014-K1,mastercard,debit
C02014-K2,mastercard,debit
C02014-K3,,
C09586-K1,mastercard,credit
C09586-K2,,
C08698-K1,mastercard,debit
C05007-K1,visa,debit
C08914-K1,visa,credit
C03601-K1,visa,debit
C08620-K1,visa,debit
C03699-K1,visa,credit
C07311-K1,visa,credit
C10058-K1,mastercard,debit
C07073-K1,visa,debit
C08947-K1,mastercard,debit
C08947-K2,mastercard,debit
C12439-K1,visa,debit
C08142-K1,visa,debit
C05887-K1,mastercard,debit
C05887-K2,mastercard,debit
C08551-K1,visa,debit
C04481-K1,visa,debit
C03069-K1,visa,debit
C06898-K1,mastercard,debit
C06898-K2,mastercard,debit
C13333-K1,visa,debit
C07714-K1,mastercard,debit
C03685-K1,visa,debit
C03685-K2,,
C10308-K1,mastercard,credit
C12505-K1,mastercard,debit
C12505-K2,mastercard,debit
C13058-K1,visa,credit
C13058-K2,,
C07822-K1,visa,credit
C01761-K1,visa,credit
C06193-K1,mastercard,credit
C12171-K1,visa,debit
C06205-K1,mastercard,debit
C06205-K2,mastercard,credit
C04185-K1,mastercard,debit
C04185-K2,,
C06268-K1,visa,debit
C02488-K1,mastercard,debit
C08247-K1,mastercard,debit
C01471-K1,visa,debit
C03550-K1,visa,debit
C05285-K1,visa,credit
C08083-K1,visa,credit
C08083-K2,visa,credit
C10035-K1,visa,debit
C10035-K2,,
C10404-K1,visa,credit
C01849-K1,mastercard,debit
C02245-K1,visa,debit
C02245-K2,,
C08820-K1,mastercard,debit
C08547-K1,visa,debit
C11867-K1,visa,debit
C00873-K1,visa,debit
C11019-K1,mastercard,debit
C11019-K2,,
C06971-K1,mastercard,debit
C00204-K1,mastercard,debit
C07307-K1,mastercard,debit
C13034-K1,mastercard,credit
C09969-K1,mastercard,debit
C03089-K1,mastercard,credit
C03089-K2,mastercard,credit
C10029-K1,visa,debit
C09249-K1,visa,debit
C00533-K1,visa,debit
C09891-K1,visa,debit
C02533-K1,mastercard,debit
C02533-K2,,
C11370-K1,mastercard,debit
C03308-K1,visa,debit
C07162-K1,mastercard,credit
C08316-K1,visa,debit
C09806-K1,visa,debit
C12368-K1,visa,debit
C00774-K1,visa,credit
C11738-K1,mastercard,debit
C03648-K1,visa,credit
C06313-K1,visa,debit
C07356-K1,visa,credit
C12913-K1,american express,credit
C03731-K1,mastercard,debit
C05419-K1,mastercard,debit
C04415-K1,mastercard,debit
C00496-K1,american express,credit
C08024-K1,visa,credit
C08024-K2,visa,debit
C03706-K1,visa,debit
C10266-K1,visa,credit
C03406-K1,visa,debit
C03406-K2,,
C04891-K1,mastercard,debit
C09460-K1,american express,credit
C00332-K1,visa,debit
C00332-K2,,
C03112-K1,visa,debit
C04748-K1,visa,debit
C04748-K2,,
C03291-K1,visa,credit
C05314-K1,visa,debit
C06905-K1,visa,debit
C06905-K2,,
C00181-K1,visa,credit
C07194-K1,mastercard,credit
C07517-K1,visa,debit
C10786-K1,mastercard,debit
C02371-K1,mastercard,debit
C02371-K2,,
C04990-K1,visa,credit
C01553-K1,mastercard,debit
C04134-K1,mastercard,credit
C08403-K1,mastercard,debit
C07948-K1,mastercard,credit
C00749-K1,visa,debit
C10396-K1,american express,credit
C04830-K1,american express,credit
C03330-K1,mastercard,debit
C05631-K1,visa,debit
C13381-K1,visa,debit
C12900-K1,mastercard,debit
C12900-K2,,
C07141-K1,visa,debit
C12209-K1,visa,debit
C02616-K1,visa,debit
C08260-K1,visa,debit
C08108-K1,discover,credit
C08108-K2,discover,credit
C10032-K1,visa,credit
C10032-K2,,
C04127-K1,visa,debit
C09906-K1,visa,debit
C10498-K1,visa,debit
C01966-K1,visa,credit
C07878-K1,american express,credit
C10010-K1,mastercard,credit
C08395-K1,mastercard,debit
C09782-K1,visa,credit
C02737-K1,visa,credit
C08231-K1,visa,debit
C08533-K1,visa,debit
C05967-K1,mastercard,debit
C01949-K1,visa,credit
C02138-K1,visa,debit
C09092-K1,mastercard,debit
C10965-K1,visa,debit
C05335-K1,visa,debit
C04832-K1,american express,credit
C03293-K1,visa,credit
C06726-K1,visa,debit
C00998-K1,mastercard,credit
C02097-K1,mastercard,debit
C11677-K1,visa,debit
C11677-K2,,
C12241-K1,mastercard,debit
C10916-K1,visa,debit
C11985-K1,visa,debit
C05769-K1,visa,debit
C11796-K1,visa,debit
C11329-K1,visa,credit
C01421-K1,visa,credit
C03797-K1,visa,debit
C13205-K1,visa,debit
C08956-K1,mastercard,debit
C12993-K1,visa,debit
C09177-K1,mastercard,debit
C09177-K2,mastercard,debit
C04301-K1,visa,debit
C00159-K1,visa,debit
C08339-K1,visa,debit
C04146-K1,visa,debit
C08595-K1,mastercard,debit
C11808-K1,american express,credit
C05858-K1,visa,debit
C08467-K1,visa,debit
C09361-K1,mastercard,debit
C12791-K1,visa,debit
C12358-K1,mastercard,debit
C06988-K1,visa,debit
C04523-K1,visa,debit
C03437-K1,mastercard,debit
C03231-K1,visa,credit
C03231-K2,,
C12144-K1,mastercard,debit
C12144-K2,mastercard,debit
C12144-K3,,
C03151-K1,mastercard,debit
C03151-K2,,
C07245-K1,mastercard,credit
C11704-K1,mastercard,credit
C08519-K1,visa,debit
C00836-K1,visa,debit
C11085-K1,mastercard,debit
C00856-K1,visa,debit
C00185-K1,visa,debit
C07338-K1,mastercard,credit
C04237-K1,visa,debit
C08307-K1,visa,debit
C12259-K1,visa,debit
C10068-K1,mastercard,debit
C00986-K1,mastercard,debit
C12295-K1,mastercard,debit
C12295-K2,,
C10405-K1,american express,credit
C13384-K1,visa,credit
C05664-K1,visa,credit
C11069-K1,visa,debit
C12249-K1,visa,debit
C12249-K2,,
C09493-K1,mastercard,debit
C09200-K1,visa,debit
C03505-K1,visa,debit
C07645-K1,mastercard,debit
C10121-K1,visa,debit
C07472-K1,visa,debit
C06500-K1,visa,credit
C08166-K1,mastercard,debit
C08166-K2,,
C11557-K1,mastercard,debit
C09727-K1,visa,debit
C10643-K1,mastercard,debit
C05746-K1,visa,debit
C02207-K1,american express,credit
C08503-K1,american express,credit
C01987-K1,american express,credit
C00782-K1,visa,debit
C13487-K1,mastercard,debit
C07855-K1,mastercard,credit
C11855-K1,american express,credit
C02430-K1,visa,debit
C04632-K1,mastercard,debit
C13045-K1,american express,credit
C07148-K1,mastercard,debit
C06550-K1,mastercard,debit
C08857-K1,visa,credit
C09828-K1,visa,debit
C07196-K1,visa,credit
C07196-K2,,
C11165-K1,mastercard,debit
C01163-K1,mastercard,debit
C01163-K2,,
C05506-K1,visa,debit
C10167-K1,visa,credit
C13247-K1,visa,debit
C09396-K1,visa,debit
C01529-K1,visa,credit
C08454-K1,mastercard,credit
C10253-K1,mastercard,debit
C10253-K2,mastercard,debit
C10052-K1,visa,debit
C12109-K1,mastercard,debit
C06958-K1,visa,debit
C02569-K1,visa,credit
C08934-K1,mastercard,debit
C05747-K1,mastercard,credit
C08977-K1,visa,debit
C07203-K1,mastercard,debit
C07203-K2,mastercard,credit
C07203-K3,mastercard,debit
C04400-K1,visa,credit
C05380-K1,visa,credit
C00307-K1,visa,credit
C12189-K1,visa,debit
C08236-K1,mastercard,debit
C01032-K1,visa,debit
